repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
25,0.8482119205298013,0.6633756556909937,0.6830788121992135,0.6634607165132053,0.721555849609046,"[np.float64(0.6695906432748537), np.float64(0.6157084785133565), np.float64(0.8269083969465649), np.float64(0.7269230769230769), np.float64(0.6451771653543308), np.float64(0.5830546265328874), np.float64(0.723441615452151), np.float64(0.6692583732057417), np.float64(0.6819131161236424), np.float64(0.8073529411764706), np.float64(0.7251975417032486), np.float64(0.7449074074074075), np.float64(0.70706106870229), np.float64(0.8352941176470589), np.float64(0.784707540521494), np.float64(0.7756453804347826), np.float64(0.6716791979949874), np.float64(0.7399934383202099), np.float64(0.6689259645464025), np.float64(0.7719298245614035), np.float64(0.7586080586080586), np.float64(0.6468864468864468), np.float64(0.8195443645083933), np.float64(0.8232533889468197), np.float64(0.615934065934066)]"
